"id","index","m","H_init","rho_init","H_opt","rho_opt","value","counts","convergence","message","time_Min"
1013,".OSEAX",88,0.01,0.5,0.0106993367891423,3.81972174948773,-0.872694594661528,"80;80",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",303.587333333333
1014,".OSEAX",88,0.01,1.5,0.0107006684327105,3.81955571810542,-0.872694329367199,"70;70",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",278.858116666666
1015,".OSEAX",88,0.01,2.5,0.0250468978604598,2.50542152041204,-0.868626725460906,"13;13",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",59.5217666666673
1016,".OSEAX",88,0.01,3.5,0.0107346285343713,3.81151119123835,-0.872687294437274,"34;34",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",148.651566666666
1017,".OSEAX",88,0.05,0.5,0.0108158277392423,3.77812475466975,-0.872645192213256,"74;74",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",287.758983333333
1018,".OSEAX",88,0.05,1.5,0.0106989263079877,3.81984331896006,-0.872694676741625,"71;71",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",285.680299999999
1019,".OSEAX",88,0.05,2.5,0.0107006901046574,3.8195519169054,-0.872694325043935,"30;30",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",131.179133333333
1020,".OSEAX",88,0.05,3.5,0.0107068604479209,3.81745564713722,-0.872693036569829,"61;61",52,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH",253.149683333333
1021,".OSEAX",88,0.1,0.5,0.0106279646148668,3.81696467736844,-0.872695590465646,"73;73",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",270.038566666666
1022,".OSEAX",88,0.1,1.5,0.0108547391020143,3.78278874407864,-0.872657582016028,"101;101",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",349.640916666667
1023,".OSEAX",88,0.1,2.5,0.0105374656330169,3.84617260367779,-0.87272626408553,"38;38",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",162.383016666667
1024,".OSEAX",88,0.1,3.5,0.0107808396128197,3.78889084144332,-0.872662531029576,"40;40",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",170.967833333333
1025,".OSEAX",88,0.2,0.5,0.0107088160397801,3.81805715212819,-0.872692703434035,"48;48",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",222.488800000001
1026,".OSEAX",88,0.2,1.5,0.0107005258728151,3.81958147850947,-0.87269435779676,"57;57",0,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",228.376116666666
